Grid	Japanese(Kanji)	Japanese(Kana)	Romanized Japanese	Latitude	Longitude	Classification
4932	宇和海	うわかい	Uwa Kai	33°17'	132°18'	Sea Area
4932	宇和島市	うわじまし	Uwajima Shi	33°13'	132°34'	Municipality
	卯月海山	うづきかいざん	Uzuki Kaizan	23°46'	134°36'	Undersea feature
5135	和田岬	わだみさき	Wada Misaki	34°39'	135°11'	Cape
5438	和田峠	わだとうげ	Wada Toge	36°09'	138°09'	Pass
4128	和泊町	わどまりちょう	Wadomari Cho	27°24'	128°39'	Municipality
5940	和賀岳	わがだけ	Waga Dake	39°34'	140°45'	Mountain
5841	和賀川	わがかわ	Waga Kawa	39°16'	141°07'	River
4931	涌蓋山	わいたざん	Waita Zan	33°08'	131°10'	Mountain
5636	輪島市	わじまし	Wajima Shi	37°23'	136°54'	Municipality
4929	若松島	わかまつじま	Wakamatsu Jima	32°54'	129°01'	Island
5029	若宮島	わかみやじま	Wakamiya Jima	33°52'	129°41'	Island
5335	若狭町	わかさちょう	Wakasa Cho	35°33'	135°54'	Municipality
5334	若桜町	わかさちょう	Wakasa Cho	35°20'	134°24'	Municipality
5335	若狭湾	わかさわん	Wakasa Wan	35°43'	135°39'	Sea Area
5135	和歌山県	わかやまけん	Wakayama Ken	34°14'	135°10'	Municipality
5135	和歌山市	わかやまし	Wakayama Shi	34°14'	135°10'	Municipality
5234	和気町	わけちょう	Wake Cho	34°48'	134°09'	Municipality
5132	和木町	わきちょう	Waki Cho	34°12'	132°13'	Municipality
6841	稚内市	わっかないし	Wakkanai Shi	45°25'	141°40'	Municipality
5339	和光市	わこうし	Wako Shi	35°47'	139°36'	Municipality
5536	和倉	わくら	Wakura	37°05'	136°55'	Populated area
5741	涌谷町	わくやちょう	Wakuya Cho	38°32'	141°08'	Municipality
	湾海山	わんかいざん	Wan Kaizan	28°33'	132°17'	Undersea feature
4731	鰐塚山	わにつかやま	Wanitsuka Yama	31°46'	131°16'	Mountain
5236	輪之内町	わのうちちょう	Wanouchi Cho	35°17'	136°38'	Municipality
5339	蕨市	わらびし	Warabi Shi	35°50'	139°41'	Municipality
5739	鷲ヶ巣山	わしがすやま	Washigasu Yama	38°13'	139°40'	Mountain
5336	鷲ヶ岳	わしがたけ	Washigatake	35°56'	136°58'	Mountain
6642	和寒町	わっさむちょう	Wassamu Cho	44°01'	142°25'	Municipality
5741	渡波	わたのは	Watanoha	38°25'	141°22'	Populated area
5136	度会町	わたらいちょう	Watarai Cho	34°26'	136°37'	Municipality
5439	渡良瀬川	わたらせがわ	Watarase Gawa	36°09'	139°42'	River
5740	亘理町	わたりちょう	Watari Cho	38°02'	140°51'	Municipality
5138	渡り瀬	わたりせ	Watari Se	34°04'	138°56'	Undersea feature
5235	和束町	わづかちょう	Wazuka Cho	34°48'	135°54'	Municipality
4930	矢部川	やべがわ	Yabe Gawa	33°05'	130°25'	River
	矢部海山群	やべかいざんぐん	Yabe Kaizangun	22°59'	155°26'	Undersea feature
3725	八重干瀬	やびじ	Yabiji	25°01'	125°17'	Extensive natural feature
5334	養父市	やぶし	Yabu Shi	35°24'	134°46'	Municipality
	藪入海山	やぶいりかいざん	Yabuiri Kaizan	21°36'	141°44'	Undersea feature
5540	矢吹町	やぶきまち	Yabuki Machi	37°12'	140°20'	Municipality
5340	八街市	やちまたし	Yachimata Shi	35°40'	140°19'	Municipality
5132	八千代	やちよ	Yachiyo	34°37'	132°36'	Populated area
5439	八千代町	やちよまち	Yachiyo Machi	36°11'	139°53'	Municipality
5340	八千代市	やちよし	Yachiyo Shi	35°43'	140°06'	Municipality
3927	八重岳	やえだけ	Yae Dake	26°38'	127°56'	Mountain
4730	八重山	やえやま	Yae Yama	31°44'	130°27'	Mountain
3927	八重瀬町	やえせちょう	Yaese Cho	26°10'	127°43'	Municipality
3623	八重山列島	やえやまれっとう	Yaeyama Retto	24°07'	123°36'	Extensive natural feature
6641	焼尻島	やぎしりとう	Yagishiri To	44°26'	141°24'	Island
5941	矢巾町	やはばちょう	Yahaba Cho	39°36'	141°09'	Municipality
5236	矢作川	やはぎがわ	Yahagi Gawa	34°49'	136°58'	River
4830	矢筈岳	やはずだけ	Yahazu Dake	32°07'	130°24'	Mountain
5638	弥彦村	やひこむら	Yahiko Mura	37°41'	138°51'	Municipality
5638	弥彦山	やひこやま	Yahiko Yama	37°42'	138°49'	Mountain
4930	八方ヶ岳	やほうがたけ	Yahogatake	33°04'	130°50'	Mountain
5539	矢板市	やいたし	Yaita Shi	36°48'	139°55'	Municipality
5238	焼津市	やいづし	Yaizu Shi	34°52'	138°19'	Municipality
	屋嘉比海山	やかびかいざん	Yakabi Kaizan	21°33'	125°15'	Undersea feature
5133	矢掛町	やかげちょう	Yakage Cho	34°38'	133°35'	Municipality
5437	焼岳	やけだけ	Yake Dake	36°14'	137°35'	Mountain
5940	焼山	やけやま	Yake Yama	39°58'	140°45'	Mountain
5538	焼山	やけやま	Yake Yama	36°55'	138°02'	Mountain
5840	焼石岳	やけいしだけ	Yakeishi Dake	39°10'	140°50'	Mountain
6747	焼山	やきやま	Yaki Yama	45°01'	147°52'	Mountain
5031	駅館川	やっかんがわ	Yakkan Gawa	33°35'	131°22'	River
4530	屋久島	やくしま	Yaku Shima	30°21'	130°31'	Island
6340	八雲町	やくもちょう	Yakumo Cho	42°15'	140°16'	Municipality
5437	薬師岳	やくしだけ	Yakushi Dake	36°28'	137°33'	Mountain
4530	屋久島町	やくしまちょう	Yakushima Cho	30°23'	130°39'	Municipality
6442	山部	やまべ	Yamabe	43°15'	142°23'	Populated area
5941	山田町	やまだまち	Yamada Machi	39°28'	141°57'	Municipality
4830	山江村	やまえむら	Yamae Mura	32°15'	130°46'	Municipality
4930	山鹿市	やまがし	Yamaga Shi	33°01'	130°41'	Municipality
5740	山形県	やまがたけん	Yamagata Ken	38°14'	140°22'	Municipality
5437	山形村	やまがたむら	Yamagata Mura	36°10'	137°53'	Municipality
5740	山形市	やまがたし	Yamagata Shi	38°15'	140°20'	Municipality
5336	山県市	やまがたし	Yamagata Shi	35°30'	136°47'	Municipality
5131	山口県	やまぐちけん	Yamaguchi Ken	34°11'	131°28'	Municipality
5131	山口市	やまぐちし	Yamaguchi Shi	34°11'	131°28'	Municipality
5339	山北町	やまきたまち	Yamakita Machi	35°22'	139°05'	Municipality
5031	山国川	やまくにがわ	Yamakuni Gawa	33°37'	131°11'	River
5640	山元町	やまもとちょう	Yamamoto Cho	37°58'	140°53'	Municipality
5338	山中湖	やまなかこ	Yamanaka Ko	35°25'	138°53'	Lake
5338	山中湖村	やまなかこむら	Yamanakako Mura	35°25'	138°52'	Municipality
5338	山梨県	やまなしけん	Yamanashi Ken	35°40'	138°34'	Municipality
5338	山梨市	やまなしし	Yamanashi Shi	35°42'	138°41'	Municipality
5740	山辺町	やまのべまち	Yamanobe Machi	38°17'	140°16'	Municipality
5538	山ノ内町	やまのうちまち	Yamanouchi Machi	36°45'	138°25'	Municipality
5436	山代	やましろ	Yamashiro	36°17'	136°22'	Populated area
4930	山都町	やまとちょう	Yamato Cho	32°41'	130°59'	Municipality
5135	大和川	やまとがわ	Yamato Gawa	34°36'	135°26'	River
	大和海盆	やまとかいぼん	Yamato Kaibon	38°58'	136°30'	Undersea feature
	大和海嶺	やまとかいれい	Yamato Kairei	39°58'	135°24'	Undersea feature
	大和海山	やまとかいざん	Yamato Kaizan	38°52'	136°00'	Undersea feature
5339	大和市	やまとし	Yamato Shi	35°29'	139°27'	Municipality
4229	大和村	やまとそん	Yamato Son	28°21'	129°24'	Municipality
	大和堆	やまとたい	Yamato Tai	39°17'	134°58'	Undersea feature
5135	大和郡山市	やまとこおりやまし	Yamatokoriyama Shi	34°39'	135°47'	Municipality
5135	大和高田市	やまとたかだし	Yamatotakada Shi	34°31'	135°44'	Municipality
5540	矢祭町	やまつりまち	Yamatsuri Machi	36°52'	140°25'	Municipality
5236	山添村	やまぞえむら	Yamazoe Mura	34°41'	136°03'	Municipality
4930	八女市	やめし	Yame Shi	33°13'	130°33'	Municipality
5540	八溝山	やみぞさん	Yamizo San	36°56'	140°16'	Mountain
4930	柳川市	やながわし	Yanagawa Shi	33°10'	130°24'	Municipality
	柳平頂海山	やなぎへいちょうかいざん	Yanagi Heichokaizan	23°52'	150°43'	Undersea feature
5032	柳井市	やないし	Yanai Shi	33°58'	132°06'	Municipality
5639	柳津町	やないづまち	Yanaizu Machi	37°32'	139°43'	Municipality
4027	山原海穴	やんばるかいけつ	Yanbaru Kaiketsu	27°19'	127°16'	Undersea feature
6544	止別川	やんべつがわ	Yanbetsu Gawa	43°56'	144°30'	River
5135	八尾市	やおし	Yao Shi	34°38'	135°36'	Municipality
6342	ヤオロマップ岳	ヤオロマップだけ	Yaoromappu Dake	42°33'	142°50'	Mountain
5337	八百津町	やおつちょう	Yaotsu Cho	35°29'	137°08'	Municipality
5437	槍ヶ岳	やりがたけ	Yarigatake	36°21'	137°39'	Mountain
5537	鑓ヶ岳	やりがたけ	Yarigatake	36°44'	137°45'	Mountain
5032	八島	やしま	Yashima	33°45'	132°09'	Island
5339	八潮市	やしおし	Yashio Shi	35°49'	139°50'	Municipality
5032	屋代島	やしろじま	Yashiro Jima	33°54'	132°19'	Island
5235	野洲川	やすがわ	Yasu Gawa	35°07'	135°58'	River
5236	野洲市	やすし	Yasu Shi	35°04'	136°02'	Municipality
5033	安田町	やすだちょう	Yasuda Cho	33°26'	133°59'	Municipality
5333	安来市	やすぎし	Yasugi Shi	35°26'	133°15'	Municipality
5029	安満岳	やすまんだけ	Yasuman Dake	33°20'	129°28'	Mountain
5337	泰阜村	やすおかむら	Yasuoka Mura	35°23'	137°51'	Municipality
5129	矢立山	やたてやま	Yatate Yama	34°11'	129°14'	Mountain
5236	弥富市	やとみし	Yatomi Shi	35°06'	136°46'	Municipality
5338	八ヶ岳	やつがたけ	Yatsugatake	35°58'	138°22'	Mountain
4830	八代海	やつしろかい	Yatsushiro Kai	32°17'	130°22'	Sea Area
4830	八代市	やつしろし	Yatsushiro Shi	32°34'	130°39'	Municipality
5235	八幡市	やわたし	Yawata Shi	34°53'	135°42'	Municipality
5032	八幡浜市	やわたはまし	Yawatahama Shi	33°28'	132°25'	Municipality
	弥生海山	やよいかいざん	Yayoi Kaizan	23°58'	134°29'	Undersea feature
5334	八頭町	やずちょう	Yazu Cho	35°25'	134°15'	Municipality
6440	余別岳	よべつだけ	Yobetsu Dake	43°16'	140°28'	Mountain
5131	呼坂	よびさか	Yobisaka	34°03'	131°58'	Populated area
5235	淀川	よどがわ	Yodo Gawa	34°41'	135°25'	River
6440	余市町	よいちちょう	Yoichi Cho	43°12'	140°47'	Municipality
6441	余市岳	よいちだけ	Yoichi Dake	43°02'	141°01'	Mountain
6440	余市川	よいちがわ	Yoichi Gawa	43°12'	140°47'	River
5236	四日市市	よっかいちし	Yokkaichi Shi	34°58'	136°37'	Municipality
5438	横岳	よこだけ	Yoko Dake	36°05'	138°19'	Mountain
4932	横島	よこしま	Yoko Shima	32°56'	132°24'	Island
4328	横当島	よこあてじま	Yokoate Jima	28°48'	128°59'	Island
6141	横浜町	よこはままち	Yokohama Machi	41°05'	141°15'	Municipality
5339	横浜市	よこはまし	Yokohama Shi	35°27'	139°38'	Municipality
5438	横川	よこかわ	Yokokawa	36°20'	138°44'	Populated area
5340	横芝光町	よこしばひかりまち	Yokoshibahikari Machi	35°40'	140°30'	Municipality
5239	横須賀市	よこすかし	Yokosuka Shi	35°17'	139°40'	Municipality
5840	横手市	よこてし	Yokote Shi	39°19'	140°34'	Municipality
5538	横手山	よこてやま	Yokote Yama	36°40'	138°32'	Mountain
6240	横津岳	よこつだけ	Yokotsu Dake	41°56'	140°46'	Mountain
5339	横瀬町	よこぜまち	Yokoze Machi	35°59'	139°06'	Municipality
4142	嫁島	よめじま	Yome Jima	27°30'	142°13'	Island
	嫁島海山	よめじまかいざん	Yomejima Kaizan	27°53'	145°13'	Undersea feature
3927	読谷村	よみたんそん	Yomitan Son	26°24'	127°45'	Municipality
5540	蓬田岳	よもぎだだけ	Yomogida Dake	37°16'	140°32'	Mountain
6140	蓬田村	よもぎたむら	Yomogita Mura	40°58'	140°39'	Municipality
3927	与那原町	よなばるちょう	Yonabaru Cho	26°12'	127°45'	Municipality
5333	米子市	よなごし	Yonago Shi	35°26'	133°20'	Municipality
3623	与那国町	よなぐにちょう	Yonaguni Cho	24°28'	123°00'	Municipality
3622	与那国島	よなぐにじま	Yonaguni Jima	24°27'	122°59'	Island
4028	与那覇岳	よなはだけ	Yonaha Dake	26°43'	128°13'	Mountain
5538	米山	よねやま	Yone Yama	37°17'	138°29'	Mountain
6040	米代川	よねしろがわ	Yoneshiro Gawa	40°13'	140°00'	River
5640	米沢市	よねざわし	Yonezawa Shi	37°55'	140°07'	Municipality
5439	寄居町	よりいまち	Yorii Machi	36°07'	139°12'	Municipality
5236	養老町	ようろうちょう	Yoro Cho	35°19'	136°34'	Municipality
5340	養老川	ようろうがわ	Yoro Gawa	35°32'	140°04'	River
	与路海穴	よろかいけつ	Yoro Kaiketsu	27°50'	130°38'	Undersea feature
	与路海山	よろかいざん	Yoro Kaizan	27°39'	130°48'	Undersea feature
4229	与路島	よろしま	Yoro Shima	28°02'	129°09'	Island
5136	鎧崎	よろいざき	Yoroi Zaki	34°25'	136°56'	Cape
4028	与論町	よろんちょう	Yoron Cho	27°03'	128°25'	Municipality
4028	与論島	よろんじま	Yoron Jima	27°03'	128°26'	Island
	与論海穴	よろんかいけつ	Yoron Kaiketsu	27°29'	127°32'	Undersea feature
5335	与謝野町	よさのちょう	Yosano Cho	35°34'	135°09'	Municipality
5238	吉田町	よしだちょう	Yoshida Cho	34°46'	138°15'	Municipality
5741	吉田川	よしだがわ	Yoshida Gawa	38°23'	141°10'	River
5134	吉井川	よしいがわ	Yoshii Gawa	34°37'	134°02'	River
5131	吉賀町	よしかちょう	Yoshika Cho	34°21'	131°56'	Municipality
5339	吉川市	よしかわし	Yoshikawa Shi	35°54'	139°51'	Municipality
5439	吉見町	よしみまち	Yoshimi Machi	36°02'	139°27'	Municipality
5135	吉野町	よしのちょう	Yoshino Cho	34°24'	135°51'	Municipality
5134	吉野川	よしのがわ	Yoshino Gawa	34°05'	134°36'	River
5135	吉野山	よしのやま	Yoshino Yama	34°21'	135°53'	Mountain
4930	吉野ヶ里町	よしのがりちょう	Yoshinogari Cho	33°19'	130°24'	Municipality
5134	吉野川市	よしのがわし	Yoshinogawa Shi	34°04'	134°22'	Municipality
5439	吉岡町	よしおかまち	Yoshioka Machi	36°27'	139°01'	Municipality
5031	吉富町	よしとみまち	Yoshitomi Machi	33°36'	131°11'	Municipality
5132	吉和	よしわ	Yoshiwa	34°29'	132°09'	Populated area
6440	羊蹄山	ようていざん	Yotei Zan	42°50'	140°48'	Mountain
5340	四街道市	よつかいどうし	Yotsukaido Shi	35°40'	140°10'	Municipality
5540	四倉	よつくら	Yotsukura	37°06'	140°59'	Populated area
4830	湯島	ゆしま	Yu Shima	32°36'	130°20'	Island
5135	湯浅町	ゆあさちょう	Yuasa Cho	34°02'	135°11'	Municipality
6442	夕張岳	ゆうばりだけ	Yubari Dake	43°06'	142°15'	Mountain
6441	夕張川	ゆうばりがわ	Yubari Gawa	43°07'	141°35'	River
6442	夕張山地	ゆうばりさんち	Yubari Sanchi	43°14'	142°09'	Extensive natural feature
6441	夕張市	ゆうばりし	Yubari Shi	43°03'	141°58'	Municipality
6643	湧別町	ゆうべつちょう	Yubetsu Cho	44°09'	143°34'	Municipality
6643	湧別川	ゆうべつがわ	Yubetsu Gawa	44°14'	143°37'	River
6343	湧洞沼	ゆうどうぬま	Yudo Numa	42°36'	143°32'	Lake
5739	湯殿山	ゆどのさん	Yudono San	38°32'	139°59'	Mountain
4931	由布岳（豊後富士）	ゆふだけ（ぶんごふじ）	Yufu Dake (Bungo Fuji)	33°17'	131°23'	Mountain
4931	由布市	ゆふし	Yufu Shi	33°11'	131°26'	Municipality
6341	勇払川	ゆうふつがわ	Yufutsu Gawa	42°38'	141°44'	River
5639	湯川村	ゆがわむら	Yugawa Mura	37°34'	139°53'	Municipality
5239	湯河原町	ゆがわらまち	Yugawara Machi	35°09'	139°07'	Municipality
5439	結城市	ゆうきし	Yuki Shi	36°18'	139°53'	Municipality
5030	行橋市	ゆくはしし	Yukuhashi Shi	33°44'	130°59'	Municipality
5540	湯本	ゆもと	Yumoto	37°06'	140°00'	Populated area
6441	由仁町	ゆにちょう	Yuni Cho	43°00'	141°47'	Municipality
4830	湯前町	ゆのまえまち	Yunomae Machi	32°17'	130°59'	Municipality
5134	由良	ゆら	Yura	34°18'	134°57'	Populated area
5035	由良町	ゆらちょう	Yura Cho	33°58'	135°07'	Municipality
5335	由良川	ゆらがわ	Yura Gawa	35°31'	135°17'	River
4932	由良岬	ゆらのはな	Yuranohana	33°01'	132°23'	Cape
6340	遊楽部岳（見市岳）	ゆうらっぷだけ（けんいちだけ）	Yurappu Dake (Ken-ichi Dake)	42°13'	140°01'	Mountain
6340	遊楽部川	ゆうらっぷがわ	Yurappu Gawa	42°16'	140°17'	River
5032	由利島	ゆりじま	Yuri Jima	33°51'	132°32'	Island
6546	勇留島	ゆりとう	Yuri To	43°25'	146°03'	Island
5740	閖上	ゆりあげ	Yuriage	38°10'	140°57'	Populated area
5333	湯梨浜町	ゆりはまちょう	Yurihama Cho	35°29'	133°52'	Municipality
5940	由利本荘市	ゆりほんじょうし	Yurihonjo Shi	39°23'	140°03'	Municipality
6445	ユルリ島	ユルリとう	Yururi To	43°13'	145°36'	Island
	遊星海山	ゆうせいかいざん	Yusei Kaizan	23°40'	136°34'	Undersea feature
4932	遊子	ゆす	Yusu	33°11'	132°27'	Populated area
5032	梼原町	ゆすはらちょう	Yusuhara Cho	33°24'	132°56'	Municipality
4932	梼原川	ゆすはらがわ	Yusuhara Gawa	33°12'	132°58'	River
4730	湧水町	ゆうすいちょう	Yusui Cho	31°57'	130°43'	Municipality
4229	湯湾岳	ゆわんだけ	Yuwan Dake	28°18'	129°19'	Mountain
	湯湾海山	ゆわんかいざん	Yuwan Kaizan	27°55'	133°00'	Undersea feature
4831	湯山峠	ゆやまとうげ	Yuyama Toge	32°21'	131°05'	Pass
5839	遊佐町	ゆざまち	Yuza Machi	39°01'	139°54'	Municipality
5538	湯沢町	ゆざわまち	Yuzawa Machi	36°56'	138°49'	Municipality
5840	湯沢市	ゆざわし	Yuzawa Shi	39°10'	140°30'	Municipality
5134	諭鶴羽山	ゆづるはさん	Yuzuruha San	34°14'	134°49'	Mountain
5339	座間市	ざまし	Zama Shi	35°29'	139°24'	Municipality
3927	座間味島	ざまみじま	Zamami Jima	26°14'	127°18'	Island
	座間味海山	ざまみかいざん	Zamami Kaizan	22°30'	125°58'	Undersea feature
3927	座間味村	ざまみそん	Zamami Son	26°14'	127°18'	Municipality
	残月海山	ざんげつかいざん	Zangetsu Kaizan	22°37'	136°46'	Undersea feature
5740	蔵王町	ざおうまち	Zao Machi	38°06'	140°40'	Municipality
5740	蔵王山	ざおうざん（ざおうさん）	Zao Zan (Zao San)	38°08'	140°27'	Mountain
